taxonID	type	description	language	source
0399D61F5708FFA5FE15FDFAFDC457CF.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, Estación Altamira, Sendero Casa Coca, 9 º 02 ’ N, 83 º 00 ’ W, 1450 - 1700 m, 7. ii- 5. iii. 2002, C. Hansson & Parataxonomos (MZLU). Paratypes (8 ♀ 13 ♂, MZLU, MZUCR, NHMUK): 3 ♀ 10 ♂ with same label data as holotype; 4 ♀ 2 ♂ COSTA RICA, Puntarenas, Estación Altamira, Sendero Los Gigantes, 9 º 02 ’ N, 83 º 00 ’ W, 1450 m, 7. ii- 5. iii. 2002, C. Hansson & Parataxonomos; 1 ♂ COSTA RICA, Puntarenas, Estación Altamira, Estación, 9 º 02 ’ N, 83 º 00 ’ W, 1450 m, 7. ii- 5. iii. 2002, C. Hansson & Parataxonomos.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	description	(Figs 88, 89, 1009)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	diagnosis	Diagnosis (female). Antenna with solid clava (Fig. 1009); with a weak and short genal carina close to mouth opening; mesoscutellum (Fig. 88) with strong reticulation, meshes isodiametric to slightly elongate, submedian grooves weak and indistinct; propodeum (Fig. 88) with median carina with anterior part raised in a tooth; hind coxa with a strong carina along posterior margin; petiole very short, just a narrow band; gaster (Fig. 88) 2.0 × as long as wide with dorsal part flattened in anterior half, medio-basal Gt 1 with a sharp transverse edge dorsally; Gt 2 0.1 × as long as wide, and Gt 4 0.4 × as long as wide, Gt 2 0.14 × as long as Gt 4, all tergites with strong reticulation. Female holotype: length of body 2.4 mm (paratypes 2.2 – 2.4 mm). Scape yellowish-brown with apico-dorsal part brown, pedicel dark brown, flagellum dark brown to black. Head with frons metallic greenish-blue, antennal scrobes black with metallic tinges and clypeus black with sides yellowish-brown; vertex black with metallic blue tinges. Mesosoma metallic greenish-blue. Legs with fore and hind coxae metallic greenish-blue, mid coxa dark brown; trochanters dark brown to black; femora black with metallic tinges and with apex yellowish-brown; tibiae and tarsi yellowish-brown, T 4 brown. Wings hyaline. Petiole black. Gaster with Gt 1 metallic greenish-blue with posterior margin black with metallic purple tinges, Gt 2 - 5 black with metallic purple tinges medially, metallic greenish-blue laterally, Gt 6 - 7 metallic greenish-blue; gonoplac dark brown. Antenna with solid clava. Frons with strong reticulation, clypeus smooth, antennal scrobes with weak reticulation; with a weak genal carina close to mouth opening. Vertex with strong reticulation. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, isodiametric in anterior part and slightly elongate in posterior part of midlobe; midlobe with 14 scattered adnotaular setae. Mesoscutellum with strong reticulation, meshes isodiametric to slightly elongate; submedian grooves weak and indistinct; anterior pair of setae placed in the middle of mesoscutellum. Dorsellum with strong reticulation. Propodeum with a strong median carina that is distinctly raised in anterior part; with strong reticulation; callus with two setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation, hind coxa with a strong carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum open below and towards base of wing; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a sharp transverse edge dorsally; tergites with strong reticulation. Relative measurements: head length, dorsal view 22; head length, frontal view 38; POL 12; OOL 6.5; lateral ocellus diameter 4; head width 53; mouth width 19; malar space 19; eye length 21; scape length 19; scape width 4; pedicel + flagellum length 48; pedicel length 7.5; pedicel width, dorsal view 4; F 1 length 7; F 1 width 5; F 2 length 7; F 2 width 5; F 3 length 6; F 3 width 5.5; clava length 15; clava width 6; C 3 length 4.5; spicule length 1; mesosoma length 69; mesosoma width 50; midlobe of mesoscutum length 30; mesoscutellum length 25; mesoscutellum width 25; median part of mesoscutellum width (measured medially); median part of mesoscutellum, width in anterior part; median part of mesoscutellum, width in posterior part; lateral part of mesoscutellum, width (measured medially); dorsellum length 3; propodeum length 8; costal cell length 34; costal cell width (measured at widest part) 3; marginal vein length 31; stigmal vein length 12; gaster length 100; gaster width 51; Gt 2 length (measured medially) 3; Gt 4 length (measured medially) 21; Gt 7 length (measured medially) 8.5; Gt 7 width (measured at base) 11.5; longest cercal seta length 12; shortest cercal seta length 4. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Puntarenas, San Vito, Las Cruces, 8 º 47 ’ N, 82 º 58 ’ W, 1000 - 1300 m, 19 - 22. ii. 2008, C. Hansson (MZLU). Paratypes: 4 ♀ from same locality as holotype but collected 7 - 19. ii. 2007 (MZLU, MZUCR, NHMUK).	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570FFFA7FE78FB1DFD7153FB.taxon	etymology	Etymology. Named after type locality, Las Cruces.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	description	(Figs 90, 91, 705, 954)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	diagnosis	Diagnosis (female). Antennal clava solid and flagellum short, pedicel + flagellum 0.7 × as long as width of mesoscutum (Fig. 705); with a short and weak genal carina close to mouth opening; mesoscutellum (Fig. 90) with distinct submedian grooves that diverge slightly towards posterior part, median part with weak reticulation and with a weak median groove in anterior half; hind coxa without carina along posterior margin; gaster (Fig. 90) 2.2 × as long as wide, medio-basal Gt 1 with a very strong sharp transverse carina dorsally. Male recognizeable through the very strong and sharp transverse carina on medio-basal Gt 1 as in female. Female holotype: length of body 2.6 mm (paratypes 2.3 – 2.4 mm). Scape yellowish-brown with dorsal edge dark brown, pedicel and flagellum dark brown. Head with frons and vertex black with metallic greenish-blue tinges, antennal scrobes black, clypeus dark brown. Thoracic dorsum dull golden-green. Legs with fore and hind coxae golden-green, mid coxa black; trochanters dark brown; fore and mid femora dark brown with apex yellowish-brown, hind femur black with metallic tinges and apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown to yellowish-white, T 4 brown. Petiole black. Gaster with Gt 1 dull golden-green in anterior half, posterior half and Gt 2 - 5 metallic dull purple, Gt 6 dull golden-green, Gt 7 black; gonoplac black. Antenna with solid clava. Face below level of toruli laterally with weak transverse sculpture and medially smooth, just below toruli with long ovate pits with relatively strong reticulation, frons with strong reticulation, antennal scrobes with weak reticulation; with a short and weak genal carina close to mouth opening. Vertex with strong reticulation. Mesoscutum with strong reticulation; midlobe with a ± complete median groove, close to notauli with ten setae in two rows. Mesoscutellum with distinct submedian grooves that diverge slightly towards posterior part, part, median part with weak reticulation and with a weak median groove in anterior half; lateral parts with relatively strong reticulation; anterior pair of setae placed in the middle of mesoscutellum. Dorsellum with strong reticulation. Propodeum with a strong median carina, with strong reticulation; callus with eight setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation; hind coxa without a carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum partly open below; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a sharp transverse carina dorsally; Gt 1 – 6 with relatively weak reticulation and shiny, Gt 7 smooth. Relative measurements: head length, dorsal view 26; head length, frontal view 43; POL 12.5; OOL 7.5; lateral ocellus diameter 4.5; head width 59; mouth width 19; malar space 17; eye length 25; scape length 20; scape width 4; pedicel + flagellum length 44; pedicel length 8.5; pedicel width, dorsal view 4.5; F 1 length 7; F 1 width 5; F 2 length 6.5; F 2 width 5; F 3 length 6; F 3 width 6; clava length 15; clava width 7; C 3 length 4; spicule length 0.5; mesosoma length 80; mesosoma width 59; midlobe of mesoscutum length 35; mesoscutellum length 29; mesoscutellum width 29; median part of mesoscutellum width (measured medially) 15; median part of mesoscutellum, width in anterior part 14; median part of mesoscutellum, width in posterior part 17; lateral part of mesoscutellum, width (measured medially) 4; dorsellum length 4; propodeum length 11; costal cell length 40; costal cell width (measured at widest part) 3.5; marginal vein length 41; stigmal vein length 7; gaster length 107; gaster width 49; Gt 2 length (measured medially) 17.5; Gt 4 length (measured medially) 16; Gt 7 length (measured medially) 7; Gt 7 width (measured at base) 8; longest cercal seta length 8; shortest cercal seta length 5. Male. Length of body of body 1.9 mm. Antennal scape (Fig. 954) including plaque black, plaque situated in apical two-thirds of scape; dorso-basal whorls of long setae present on F 1 – F 4 and on C 1. Gaster long ovate. Otherwise as in female. Relative measurements: head length, dorsal view 21; head length, frontal view 36; head width 52; mouth width 20; malar space 11; eye length 21; scape length 16; scape width 6; plaque length 8; pedicel length 6.5; pedicel + flagellum length 65; F 1 length 5; F 1 width 5; F 2 length 6; F 2 width 5; F 3 length 7.5; F 3 width 4.5; F 4 length 8; F 4 width 4; clava length 21; clava width 4; mesosoma length 69; mesosoma width 49; gaster length 69; gaster width 35; longest subbasal seta on F 1, length 35.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	biology_ecology	Hosts. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	distribution	Distribution. Costa Rica.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	materials_examined	Material examined. Holotype ♀ COSTA RICA, Heredia, Santo Domingo, INBio-Parque, 1 - 12. iv. 2002, J. S. Noyes & D. Rubí (NHMUK). Paratypes (4 ♀ 1 ♂, MZLU, NHMUK): 3 ♀ 1 ♂ from same locality as holotype but collected 6. xi- 6. xii. 2000, 1 - 22. v. 2001, iii. 2002, 11. ii. 2012; 1 ♀ COSTA RICA, Puntarenas, Estación Altamira, Sendero a Casa Coca, 9 º 02 ’ N, 83 º 00 ’ W, 1450 - 1700 m, 7. ii- 5. iii, 2002, C. Hansson & Parataxonomos.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570DFFA6FE60FEEFFC2D574B.taxon	etymology	Etymology. Named after type locality, Santo Domingo de Heredia.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570CFF99FE0DFB9EFE2456A6.taxon	description	(Figs 92, 93, 1008)	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
0399D61F570CFF99FE0DFB9EFE2456A6.taxon	diagnosis	Diagnosis (female). Antennal clava solid (Fig. 1008); genal carina present; mesoscutellum (Fig. 92) with ± distinct submedian grooves and a complete median groove, median part with elongate meshes; propodeal callus with three setae; hind coxa with a carina along posterior margin; gaster (Fig. 92) 2.9 × as long as wide, medio-basal Gt 1 with a sharp transverse edge dorsally. Female holotype: length of body 3.2 mm (paratypes 2.9 – 3.1 mm). Scape yellowish-brown, pedicel and flagellum dark brown. Head metallic bluish-green, clypeus dark brown, antennal scrobes black. Thoracic dorsum golden-green. Legs with fore and hind coxae metallic bluish-green, mid coxa black with metallic tinges; trochanters pale brown; femora black with metallic bluish-green tinges and with apex yellowish-brown; tibiae yellowish-brown; T 1 – 3 yellowish-brown, T 4 brown. Petiole black. Gaster with Gt 1 golden-green, Gt 2 - 4 metallic purple, Gt 5 - 7 metallic bluish-green; gonoplac black. Antenna with solid clava. Face below level of toruli with weak reticulation, clypeus smooth, frons with strong reticulation, antennal scrobes with weak reticulation; with genal carina. Vertex with strong reticulation outside ocellar triangle, with wrinkled sculpture inside ocellar triangle. Mesoscutum with strong reticulation, meshes isodiametric on sidelobes, elongate on midlobe; midlobe with median groove indicated but very weak, and with 12 scattered adnotaular setae. Mesoscutellum with strong reticulation, meshes elongate, with a complete median groove; submedian grooves ± distinct, straight and diverging towards posterior part. Dorsellum with strong sculpture. Propodeum with triangular median carina with anterior part raised; callus with three setae. Fore and hind coxae with strong reticulation, mid coxa with weak reticulation; hind coxa with a carina along posterior margin. Fore wing with four setae on dorsal surface of submarginal vein; speculum open below and towards base of wing; costal setal row unbroken. Petiole very short, just a narrow band. Gaster elongate; medio-basal Gt 1 with a sharp transverse edge, and with weaker reticulation than other tergites and more shiny; remaining tergites with rather strong reticulation. Relative measurements: head length, dorsal view 26; head length, frontal view 48; POL 14.5; OOL 6; lateral ocellus diameter 5.5; head width 63; mouth width 20; malar space 18.5; eye length 25.5; scape length 22; scape width 5; pedicel + flagellum length 56; pedicel length 9; pedicel width, dorsal view 5; F 1 length 8.5; F 1 width 5.5; F 2 length 8.5; F 2 width 6; F 3 length 8; F 3 width 6; clava length 19; clava width 7; C 3 length 5; spicule length 1.5; mesosoma length 85; mesosoma width 62; midlobe of mesoscutum length 37; mesoscutellum length 30; mesoscutellum width 31; median part of mesoscutellum width (measured medially) 16; median part of mesoscutellum, width in anterior part 13.5; median part of mesoscutellum, width in posterior part 19; lateral part of mesoscutellum, width (measured medially) 6; dorsellum length 2.5; propodeum length 8; costal cell length 44; costal cell width (measured at widest part) 3; marginal vein length 42; stigmal vein length 14.5; gaster length 146; gaster width 50; Gt 2 length (measured medially) 6; Gt 4 length (measured medially) 22; Gt 7 length (measured medially) 24; Gt 7 width (measured at base) 17.5; longest cercal seta length 11; shortest cercal seta length 6.5. Male. Unknown.	en	Hansson, Christer, Hanson, Paul E. (2023): EULOPHIDAE OF COSTA RICA (HYMENOPTERA: CHALCIDOIDEA), 5: The genus Galeopsomyia Girault. Taxonomic Monographs on Neotropical Hymenoptera (Oxford, England) 3 (1): 1-743, ISBN: 978-1-7397467-2-8, DOI: 10.5281/zenodo.8372024, URL: http://dx.doi.org/10.5281/zenodo.8372023
